90001	0.09000	1.55	1.65	1.72
90002	0.09000	1.55	1.65	1.72
90003	0.09000	1.55	1.65	1.72
9000411	0.09000	1.55	1.65	1.72
90005	0.09000	1.55	1.65	1.72
90006	9	1.55	1.65	1.72
90007	0.09000	1.55	1.65	1.72
90008	0.09000	1.55	1.65	1.72
90009	0.09000	1.55	1.65	-1.72
90010	0.09000	1.55	1.65	1.72
90011	0.09000	-1.55	1.65	1.72
90012	0.09000	1.55	1.65	1.72
90013AB	0.09000	1.55	1.65	1.72
90014	0.09000	1.55	1.65	1.72
90015	0.09000	1.55	1.65	1.72
90016	0.09000	1.55	1.65	1.72
90017	0.09000	1.55	1.65	1.72
90018	0.09000	1.55	1.65	1.72
90019	0.09000	1.55	1.65	1.72
90020	0.09000	1.55	1.65	1.72
90021	0.09000	1.55	1.65	1.72
90022	0.09000	1.55	1.65	1.72
90023	0.09000	1.55	1.65	1.72
90024	0.09000	1.55	1.65	1.72
90025	0.09000	1.55	1.65	1.72
90026	0.09000	1.55	1.65	1.72
90027	0.09000	1.55	1.65	1.72
90028	0.09000	1.55	1.65	1.72
90029	0.09000	1.55	1.65	1.72
90030	0.09000	1.55	1.65	1.72
90031	0.09000	1.55	1.65	1.72
90032	0.09000	1.55	1.65	1.72
90033	0.09000	1.55	1.65	1.72
90034	0.09000	1.55	1.65	1.72
90035	0.09000	1.55	1.65	1.72
90036	0.09000	1.55	1.65	1.72
90037	0.09000	1.55	1.65	1.72
90038	0.09000	1.55	1.65	1.72
90039	0.09000	1.55	1.65	1.72
90040	0.09000	1.55	1.65	1.72
90041	0.09000	1.55	1.65	1.72
90042	0.09000	1.55	1.65	1.72
90043	0.09000	1.55	1.65	1.72
90044	0.09000	1.55	1.65	1.72
90045	0.09000	1.55	1.65	1.72
90046	0.09000	1.55	1.65	1.72
90047	0.09000	1.55	1.65	1.72
90048	0.09000	1.55	1.65	1.72
90049	0.09000	1.55	1.65	1.72
90050	0.09000	1.55	1.65	1.72
90051	0.09000	1.55	1.65	1.72
90052	0.09000	1.55	1.65	1.72
90053	0.09000	1.55	1.65	1.72
90054	0.09000	1.55	1.65	1.72
90055	0.09000	1.55	1.65	1.72
90056	0.09000	1.55	1.65	1.72
90057	0.09000	1.55	1.65	1.72
90058	0.09000	1.55	1.65	1.72
90059	0.09000	1.55	1.65	1.72
90060	0.09000	1.55	1.65	1.72
90061	0.09000	1.55	1.65	1.72
90062	0.09000	1.55	1.65	1.72
90063	0.09000	1.55	1.65	1.72
90064	0.09000	1.55	1.65	1.72
90065	0.09000	1.55	1.65	1.72
90066	0.09000	1.55	1.65	1.72
90067	0.09000	1.55	1.65	1.72
90068	0.09000	1.55	1.65	1.72
90069	0.09000	1.55	1.65	1.72
90070	0.09000	1.55	1.65	1.72
90071	0.09000	1.55	1.65	1.72
90072	0.09000	1.55	1.65	1.72
90073	0.09000	1.55	1.65	1.72
90074	0.09000	1.55	1.65	1.72
90075	0.09000	1.55	1.65	1.72
90076	0.09000	1.55	1.65	1.72
90077	0.09000	1.55	1.65	1.72
90078	0.09000	1.55	1.65	1.72
90079	0.09000	1.55	1.65	1.72
90080	0.09000	1.55	1.65	1.72
90081	0.09000	1.55	1.65	1.72
90082	0.09000	1.55	1.65	1.72
90083	0.09000	1.55	1.65	1.72
90084	0.09000	1.55	1.65	1.72
90086	0.09000	1.55	1.65	1.72
90087	0.09000	1.55	1.65	1.72
90088	0.09000	1.55	1.65	1.72
90089	0.09000	1.55	1.65	1.72
90091	0.09000	1.55	1.65	1.72
90093	0.09000	1.55	1.65	1.72
90094	0.09000	1.55	1.65	1.72
90095	0.09000	1.55	1.65	1.72
90096	0.09000	1.55	1.65	1.72
90097	0.09000	1.55	1.65	1.72
90099	0.09000	1.55	1.65	1.72
90101	0.09000	1.55	1.65	1.72
90102	0.09000	1.55	1.65	1.72
90103	0.09000	1.55	1.65	1.72
90174	0.09000	1.55	1.65	1.72
90185	0.09000	1.55	1.65	1.72
90201	0.09000	1.55	1.65	1.72
90202	0.09000	1.55	1.65	1.72
90209	0.09000	1.55	1.65	1.72
90210	0.09000	1.55	1.65	1.72
90211	0.09000	1.55	1.65	1.72
90212	0.09000	1.55	1.65	1.72
90213	0.09000	1.55	1.65	1.72
90220	0.09000	1.55	1.65	1.72
90221	0.09000	1.55	1.65	1.72
90222	0.09000	1.55	1.65	1.72
90223	0.09000	1.55	1.65	1.72
90224	0.09000	1.55	1.65	1.72
90230	0.09000	1.55	1.65	1.72
90231	0.09000	1.55	1.65	1.72
90232	0.09000	1.55	1.65	1.72
90233	0.09000	1.55	1.65	1.72
90239	0.09000	1.55	1.65	1.72
90240	0.09000	1.55	1.65	1.72
90241	0.09000	1.55	1.65	1.72
90242	0.09000	1.55	1.65	1.72
90245	0.09000	1.55	1.65	1.72
90247	0.09000	1.55	1.65	1.72
90248	0.09000	1.55	1.65	1.72
90249	0.09000	1.55	1.65	1.72
90250	0.09000	1.55	1.65	1.72
90251	0.09000	1.55	1.65	1.72
90254	0.09000	1.55	1.65	1.72
90255	0.09000	1.55	1.65	1.72
90260	0.09000	1.55	1.65	1.72
90261	0.09000	1.55	1.65	1.72
90262	0.09000	1.55	1.65	1.72
90263	0.09000	1.55	1.65	1.72
90264	0.09000	1.55	1.65	1.72
90265	0.09000	1.55	1.65	1.72
90266	0.09000	1.55	1.65	1.72
90267	0.09000	1.55	1.65	1.72
90270	0.09000	1.55	1.65	1.72
90272	0.09000	1.55	1.65	1.72
90274	0.09000	1.55	1.65	1.72
90275	0.09000	1.55	1.65	1.72
90277	0.09000	1.55	1.65	1.72
90278	0.09000	1.55	1.65	1.72
90280	0.09000	1.55	1.65	1.72
90290	0.09000	1.55	1.65	1.72
90291	0.09000	1.55	1.65	1.72
90292	0.09000	1.55	1.65	1.72
90293	0.09000	1.55	1.65	1.72
90294	0.09000	1.55	1.65	1.72
90295	0.09000	1.55	1.65	1.72
90296	0.09000	1.55	1.65	1.72
90301	0.09000	1.55	1.65	1.72
90302	0.09000	1.55	1.65	1.72
90303	0.09000	1.55	1.65	1.72
90304	0.09000	1.55	1.65	1.72
90305	0.09000	1.55	1.65	1.72
90306	0.09000	1.55	1.65	1.72
90307	0.09000	1.55	1.65	1.72
90308	0.09000	1.55	1.65	1.72
90309	0.09000	1.55	1.65	1.72
90310	0.09000	1.55	1.65	1.72
90311	0.09000	1.55	1.65	1.72
90312	0.09000	1.55	1.65	1.72
90313	0.09000	1.55	1.65	1.72
90397	0.09000	1.55	1.65	1.72
90398	0.09000	1.55	1.65	1.72
90401	0.09000	1.55	1.65	1.72
90402	0.09000	1.55	1.65	1.72
90403	0.09000	1.55	1.65	1.72
90404	0.09000	1.55	1.65	1.72
90405	0.09000	1.55	1.65	1.72
90406	0.09000	1.55	1.65	1.72
90407	0.09000	1.55	1.65	1.72
90408	0.09000	1.55	1.65	1.72
90409	0.09000	1.55	1.65	1.72
90410	0.09000	1.55	1.65	1.72
90411	0.09000	1.55	1.65	1.72
90501	0.09000	1.55	1.65	1.72
90502	0.09000	1.55	1.65	1.72
90503	0.09000	1.55	1.65	1.72
90504	0.09000	1.55	1.65	1.72
90505	0.09000	1.55	1.65	1.72
90506	0.09000	1.55	1.65	1.72
90507	0.09000	1.55	1.65	1.72
90508	0.09000	1.55	1.65	1.72
90509	0.09000	1.55	1.65	1.72
90510	0.09000	1.55	1.65	1.72
90601	0.09000	1.55	1.65	1.72
90602	0.09000	1.55	1.65	1.72
90603	0.09000	1.55	1.65	1.72
90604	0.09000	1.55	1.65	1.72
90605	0.09000	1.55	1.65	1.72
90606	0.09000	1.55	1.65	1.72
90607	0.09000	1.55	1.65	1.72
90608	0.09000	1.55	1.65	1.72
90609	0.09000	1.55	1.65	1.72
90610	0.09000	1.55	1.65	1.72
90612	0.09000	1.55	1.65	1.72
90620	0.08000	1.55	1.65	1.72
90621	0.08000	1.55	1.65	1.72
90622	0.08000	1.55	1.65	1.72
90623	0.08000	1.55	1.65	1.72
90624	0.08000	1.55	1.65	1.72
90630	0.08000	1.55	1.65	1.72
90631	0.08000	1.55	1.65	1.72
90632	0.08000	1.55	1.65	1.72
90633	0.08000	1.55	1.65	1.72
90637	0.09000	1.55	1.65	1.72
90638	0.09000	1.55	1.65	1.72
90639	0.09000	1.55	1.65	1.72
90640	0.09000	1.55	1.65	1.72
90650	0.09000	1.55	1.65	1.72
90651	0.09000	1.55	1.65	1.72
90652	0.09000	1.55	1.65	1.72
90659	0.09000	1.55	1.65	1.72
90660	0.09000	1.55	1.65	1.72
90661	0.09000	1.55	1.65	1.72
90662	0.09000	1.55	1.65	1.72
90665	0.09000	1.55	1.65	1.72
90670	0.09000	1.55	1.65	1.72
90671	0.09000	1.55	1.65	1.72
90680	0.08000	1.55	1.65	1.72
90701	0.09000	1.55	1.65	1.72
90702	0.09000	1.55	1.65	1.72
90703	0.09000	1.55	1.65	1.72
90704	0.09000	1.55	1.65	1.72
90706	0.09000	1.55	1.65	1.72
90707	0.09000	1.55	1.65	1.72
90710	0.09000	1.55	1.65	1.72
90711	0.09000	1.55	1.65	1.72
90712	0.09000	1.55	1.65	1.72
90713	0.09000	1.55	1.65	1.72
90714	0.09000	1.55	1.65	1.72
90715	0.09000	1.55	1.65	1.72
90716	0.09000	1.55	1.65	1.72
90717	0.09000	1.55	1.65	1.72
90720	0.08000	1.55	1.65	1.72
90721	0.08000	1.55	1.65	1.72
90723	0.09000	1.55	1.65	1.72
90731	0.09000	1.55	1.65	1.72
90732	0.09000	1.55	1.65	1.72
90733	0.09000	1.55	1.65	1.72
90734	0.09000	1.55	1.65	1.72
90740	0.08000	1.55	1.65	1.72
90742	0.08000	1.55	1.65	1.72
90743	0.08000	1.55	1.65	1.72
90744	0.09000	1.55	1.65	1.72
90745	0.09000	1.55	1.65	1.72
90746	0.09000	1.55	1.65	1.72
90747	0.09000	1.55	1.65	1.72
90748	0.09000	1.55	1.65	1.72
90749	0.09000	1.55	1.65	1.72
90801	0.09000	1.55	1.65	1.72
90802	0.09000	1.55	1.65	1.72
90803	0.09000	1.55	1.65	1.72
90804	0.09000	1.55	1.65	1.72
90805	0.09000	1.55	1.65	1.72
90806	0.09000	1.55	1.65	1.72
90807	0.09000	1.55	1.65	1.72
90808	0.09000	1.55	1.65	1.72
90809	0.09000	1.55	1.65	1.72
90810	0.09000	1.55	1.65	1.72
90813	0.09000	1.55	1.65	1.72
90814	0.09000	1.55	1.65	1.72
90815	0.09000	1.55	1.65	1.72
90822	0.09000	1.55	1.65	1.72
90831	0.09000	1.55	1.65	1.72
90832	0.09000	1.55	1.65	1.72
90833	0.09000	1.55	1.65	1.72
90834	0.09000	1.55	1.65	1.72
90835	0.09000	1.55	1.65	1.72
90840	0.09000	1.55	1.65	1.72
90842	0.09000	1.55	1.65	1.72
90844	0.09000	1.55	1.65	1.72
90845	0.09000	1.55	1.65	1.72
90846	0.09000	1.55	1.65	1.72
90847	0.09000	1.55	1.65	1.72
90848	0.09000	1.55	1.65	1.72
90853	0.09000	1.55	1.65	1.72
90888	0.09000	1.55	1.65	1.72
90899	0.09000	1.55	1.65	1.72
91001	0.09000	1.55	1.65	1.72
91003	0.09000	1.55	1.65	1.72
91006	0.09000	1.55	1.65	1.72
91007	0.09000	1.55	1.65	1.72
91009	0.09000	1.55	1.65	1.72
91010	0.09000	1.55	1.65	1.72
91011	0.09000	1.55	1.65	1.72
91012	0.09000	1.55	1.65	1.72
91016	0.09000	1.55	1.65	1.72
91017	0.09000	1.55	1.65	1.72
91020	0.09000	1.55	1.65	1.72
91021	0.09000	1.55	1.65	1.72
91023	0.09000	1.55	1.65	1.72
91024	0.09000	1.55	1.65	1.72
91025	0.09000	1.55	1.65	1.72
91030	0.09000	1.55	1.65	1.72
91031	0.09000	1.55	1.65	1.72
91040	0.09000	1.55	1.65	1.72
91041	0.09000	1.55	1.65	1.72
91042	0.09000	1.55	1.65	1.72
91043	0.09000	1.55	1.65	1.72
